,name,indicator,indicator2,year,value
14960,Abkhazia,gini,GINI index,1990,
14961,Afghanistan,gini,GINI index,1990,
14962,Akrotiri and Dhekelia,gini,GINI index,1990,
14963,Albania,gini,GINI index,1990,
14964,Algeria,gini,GINI index,1990,
14965,American Samoa,gini,GINI index,1990,
14966,Andorra,gini,GINI index,1990,
14967,Angola,gini,GINI index,1990,
14968,Anguilla,gini,GINI index,1990,
14969,Antigua and Barbuda,gini,GINI index,1990,
14970,Argentina,gini,GINI index,1990,
14971,Armenia,gini,GINI index,1990,
14972,Aruba,gini,GINI index,1990,
14973,Australia,gini,GINI index,1990,
14974,Austria,gini,GINI index,1990,
14975,Azerbaijan,gini,GINI index,1990,
14976,Bahamas,gini,GINI index,1990,
14977,Bahrain,gini,GINI index,1990,
14978,Bangladesh,gini,GINI index,1990,
14979,Barbados,gini,GINI index,1990,
14980,Belarus,gini,GINI index,1990,
14981,Belgium,gini,GINI index,1990,
14982,Belize,gini,GINI index,1990,
14983,Benin,gini,GINI index,1990,
14984,Bermuda,gini,GINI index,1990,
14985,Bhutan,gini,GINI index,1990,
14986,Bolivia,gini,GINI index,1990,
14987,Bosnia and Herzegovina,gini,GINI index,1990,
14988,Botswana,gini,GINI index,1990,
14989,Brazil,gini,GINI index,1990,61.04
14990,British Virgin Islands,gini,GINI index,1990,
14991,Brunei,gini,GINI index,1990,
14992,Bulgaria,gini,GINI index,1990,
14993,Burkina Faso,gini,GINI index,1990,
14994,Burundi,gini,GINI index,1990,
14995,Cambodia,gini,GINI index,1990,
14996,Cameroon,gini,GINI index,1990,
14997,Canada,gini,GINI index,1990,
14998,Cape Verde,gini,GINI index,1990,
14999,Cayman Islands,gini,GINI index,1990,
15000,Central African Republic,gini,GINI index,1990,
15001,Chad,gini,GINI index,1990,
15002,Channel Islands,gini,GINI index,1990,
15003,Chile,gini,GINI index,1990,55.25
15004,China,gini,GINI index,1990,32.43
15005,Christmas Island,gini,GINI index,1990,
15006,Cocos Island,gini,GINI index,1990,
15007,Colombia,gini,GINI index,1990,
15008,Comoros,gini,GINI index,1990,
15009,"Congo, Dem. Rep.",gini,GINI index,1990,
15010,"Congo, Rep.",gini,GINI index,1990,
15011,Cook Is,gini,GINI index,1990,
15012,Costa Rica,gini,GINI index,1990,45.3
15013,Cote d'Ivoire,gini,GINI index,1990,
15014,Croatia,gini,GINI index,1990,
15015,Cuba,gini,GINI index,1990,
15016,Cyprus,gini,GINI index,1990,
15017,Czech Republic,gini,GINI index,1990,
15018,Czechoslovakia,gini,GINI index,1990,
15019,Denmark,gini,GINI index,1990,
15020,Djibouti,gini,GINI index,1990,
15021,Dominica,gini,GINI index,1990,
15022,Dominican Republic,gini,GINI index,1990,
15023,East Germany,gini,GINI index,1990,
15024,Ecuador,gini,GINI index,1990,
15025,Egypt,gini,GINI index,1990,
15026,El Salvador,gini,GINI index,1990,
15027,Equatorial Guinea,gini,GINI index,1990,
15028,Eritrea,gini,GINI index,1990,
15029,Eritrea and Ethiopia,gini,GINI index,1990,
15030,Estonia,gini,GINI index,1990,
15031,Ethiopia,gini,GINI index,1990,
15032,Faeroe Islands,gini,GINI index,1990,
15033,Falkland Is (Malvinas),gini,GINI index,1990,
15034,Fiji,gini,GINI index,1990,
15035,Finland,gini,GINI index,1990,
15036,France,gini,GINI index,1990,
15037,French Guiana,gini,GINI index,1990,
15038,French Polynesia,gini,GINI index,1990,
15039,Gabon,gini,GINI index,1990,
15040,Gambia,gini,GINI index,1990,
15041,Georgia,gini,GINI index,1990,
15042,Germany,gini,GINI index,1990,
15043,Ghana,gini,GINI index,1990,
15044,Gibraltar,gini,GINI index,1990,
15045,Greece,gini,GINI index,1990,
15046,Greenland,gini,GINI index,1990,
15047,Grenada,gini,GINI index,1990,
15048,Guadeloupe,gini,GINI index,1990,
15049,Guam,gini,GINI index,1990,
15050,Guatemala,gini,GINI index,1990,
15051,Guernsey,gini,GINI index,1990,
15052,Guinea,gini,GINI index,1990,
15053,Guinea-Bissau,gini,GINI index,1990,
15054,Guyana,gini,GINI index,1990,
15055,Haiti,gini,GINI index,1990,
15056,Holy See,gini,GINI index,1990,
15057,Honduras,gini,GINI index,1990,57.36
15058,"Hong Kong, China",gini,GINI index,1990,
15059,Hungary,gini,GINI index,1990,
15060,Iceland,gini,GINI index,1990,
15061,India,gini,GINI index,1990,
15062,Indonesia,gini,GINI index,1990,29.19
15063,Iran,gini,GINI index,1990,43.6
15064,Iraq,gini,GINI index,1990,
15065,Ireland,gini,GINI index,1990,
15066,Isle of Man,gini,GINI index,1990,
15067,Israel,gini,GINI index,1990,
15068,Italy,gini,GINI index,1990,
15069,Jamaica,gini,GINI index,1990,42.2
15070,Japan,gini,GINI index,1990,
15071,Jersey,gini,GINI index,1990,
15072,Jordan,gini,GINI index,1990,
15073,Kazakhstan,gini,GINI index,1990,
15074,Kenya,gini,GINI index,1990,
15075,Kiribati,gini,GINI index,1990,
15076,North Korea,gini,GINI index,1990,
15077,South Korea,gini,GINI index,1990,
15078,United Korea (former),gini,GINI index,1990,
15079,Kosovo,gini,GINI index,1990,
15080,Kuwait,gini,GINI index,1990,
15081,Kyrgyz Republic,gini,GINI index,1990,
15082,Lao,gini,GINI index,1990,
15083,Latvia,gini,GINI index,1990,
15084,Lebanon,gini,GINI index,1990,
15085,Lesotho,gini,GINI index,1990,
15086,Liberia,gini,GINI index,1990,
15087,Libya,gini,GINI index,1990,
15088,Liechtenstein,gini,GINI index,1990,
15089,Lithuania,gini,GINI index,1990,
15090,Luxembourg,gini,GINI index,1990,
15091,"Macao, China",gini,GINI index,1990,
15092,"Macedonia, FYR",gini,GINI index,1990,
15093,Madagascar,gini,GINI index,1990,
15094,Malawi,gini,GINI index,1990,
15095,Malaysia,gini,GINI index,1990,
15096,Maldives,gini,GINI index,1990,
15097,Mali,gini,GINI index,1990,
15098,Malta,gini,GINI index,1990,
15099,Marshall Islands,gini,GINI index,1990,
15100,Martinique,gini,GINI index,1990,
15101,Mauritania,gini,GINI index,1990,
15102,Mauritius,gini,GINI index,1990,
15103,Mayotte,gini,GINI index,1990,
15104,Mexico,gini,GINI index,1990,
15105,"Micronesia, Fed. Sts.",gini,GINI index,1990,
15106,Moldova,gini,GINI index,1990,
15107,Monaco,gini,GINI index,1990,
15108,Mongolia,gini,GINI index,1990,
15109,Montenegro,gini,GINI index,1990,
15110,Montserrat,gini,GINI index,1990,
15111,Morocco,gini,GINI index,1990,
15112,Mozambique,gini,GINI index,1990,
15113,Myanmar,gini,GINI index,1990,
15114,Namibia,gini,GINI index,1990,
15115,Nauru,gini,GINI index,1990,
15116,Nepal,gini,GINI index,1990,
15117,Netherlands,gini,GINI index,1990,
15118,Netherlands Antilles,gini,GINI index,1990,
15119,New Caledonia,gini,GINI index,1990,
15120,New Zealand,gini,GINI index,1990,
15121,Ngorno-Karabakh,gini,GINI index,1990,
15122,Nicaragua,gini,GINI index,1990,
15123,Niger,gini,GINI index,1990,
15124,Nigeria,gini,GINI index,1990,
15125,Niue,gini,GINI index,1990,
15126,Norfolk Island,gini,GINI index,1990,
15127,Northern Cyprus,gini,GINI index,1990,
15128,Northern Mariana Islands,gini,GINI index,1990,
15129,Norway,gini,GINI index,1990,
15130,Oman,gini,GINI index,1990,
15131,Pakistan,gini,GINI index,1990,
15132,Palau,gini,GINI index,1990,
15133,Panama,gini,GINI index,1990,
15134,Papua New Guinea,gini,GINI index,1990,
15135,Paraguay,gini,GINI index,1990,40.84
15136,Peru,gini,GINI index,1990,
15137,Philippines,gini,GINI index,1990,
15138,Pitcairn,gini,GINI index,1990,
15139,Poland,gini,GINI index,1990,
15140,Portugal,gini,GINI index,1990,
15141,Puerto Rico,gini,GINI index,1990,
15142,Qatar,gini,GINI index,1990,
15143,Reunion,gini,GINI index,1990,
15144,Romania,gini,GINI index,1990,
15145,Russia,gini,GINI index,1990,
15146,Rwanda,gini,GINI index,1990,
15147,St. Barthélemy,gini,GINI index,1990,
15148,St. Helena,gini,GINI index,1990,
15149,St. Kitts and Nevis,gini,GINI index,1990,
15150,St. Lucia,gini,GINI index,1990,
15151,St. Martin,gini,GINI index,1990,
15152,St. Vincent and the Grenadines,gini,GINI index,1990,
15153,St.-Pierre-et-Miquelon,gini,GINI index,1990,
15154,Samoa,gini,GINI index,1990,
15155,San Marino,gini,GINI index,1990,
15156,Sao Tome and Principe,gini,GINI index,1990,
15157,Saudi Arabia,gini,GINI index,1990,
15158,Senegal,gini,GINI index,1990,
15159,Serbia,gini,GINI index,1990,
15160,Serbia and Montenegro,gini,GINI index,1990,
15161,Serbia excluding Kosovo,gini,GINI index,1990,
15162,Seychelles,gini,GINI index,1990,
15163,Sierra Leone,gini,GINI index,1990,
15164,Singapore,gini,GINI index,1990,
15165,Slovak Republic,gini,GINI index,1990,
15166,Slovenia,gini,GINI index,1990,
15167,Solomon Islands,gini,GINI index,1990,
15168,Somalia,gini,GINI index,1990,
15169,Somaliland,gini,GINI index,1990,
15170,South Africa,gini,GINI index,1990,
15171,South Ossetia,gini,GINI index,1990,
15172,Spain,gini,GINI index,1990,
15173,Sri Lanka,gini,GINI index,1990,
15174,Sudan,gini,GINI index,1990,
15175,Suriname,gini,GINI index,1990,
15176,Svalbard,gini,GINI index,1990,
15177,Swaziland,gini,GINI index,1990,
15178,Sweden,gini,GINI index,1990,
15179,Switzerland,gini,GINI index,1990,
15180,Syria,gini,GINI index,1990,
15181,Taiwan,gini,GINI index,1990,
15182,Tajikistan,gini,GINI index,1990,
15183,Tanzania,gini,GINI index,1990,
15184,Thailand,gini,GINI index,1990,45.27
15185,Timor-Leste,gini,GINI index,1990,
15186,Togo,gini,GINI index,1990,
15187,Tokelau,gini,GINI index,1990,
15188,Tonga,gini,GINI index,1990,
15189,Transnistria,gini,GINI index,1990,
15190,Trinidad and Tobago,gini,GINI index,1990,
15191,Tunisia,gini,GINI index,1990,40.24
15192,Turkey,gini,GINI index,1990,
15193,Turkmenistan,gini,GINI index,1990,
15194,Turks and Caicos Islands,gini,GINI index,1990,
15195,Tuvalu,gini,GINI index,1990,
15196,Uganda,gini,GINI index,1990,
15197,Ukraine,gini,GINI index,1990,
15198,United Arab Emirates,gini,GINI index,1990,
15199,United Kingdom,gini,GINI index,1990,
15200,United States,gini,GINI index,1990,
15201,Uruguay,gini,GINI index,1990,
15202,USSR,gini,GINI index,1990,
15203,Uzbekistan,gini,GINI index,1990,
15204,Wallis et Futuna,gini,GINI index,1990,
15205,Vanuatu,gini,GINI index,1990,
15206,Venezuela,gini,GINI index,1990,
15207,West Bank and Gaza,gini,GINI index,1990,
15208,West Germany,gini,GINI index,1990,
15209,Western Sahara,gini,GINI index,1990,
15210,Vietnam,gini,GINI index,1990,
15211,Virgin Islands (U.S.),gini,GINI index,1990,
15212,North Yemen (former),gini,GINI index,1990,
15213,South Yemen (former),gini,GINI index,1990,
15214,Yemen,gini,GINI index,1990,
15215,Yugoslavia,gini,GINI index,1990,
15216,Zambia,gini,GINI index,1990,
15217,Zimbabwe,gini,GINI index,1990,
15218,Åland,gini,GINI index,1990,
15219,South Sudan,gini,GINI index,1990,
15220,Christian,gini,GINI index,1990,
15221,Coastline,gini,GINI index,1990,
15222,Curaçao,gini,GINI index,1990,
15223,Sint Maarten (Dutch part),gini,GINI index,1990,
15224,St. Martin (French part),gini,GINI index,1990,
15225,Antarctica,gini,GINI index,1990,
15226,"Virgin Islands, British",gini,GINI index,1990,
15227,Hawaiian Trade Zone,gini,GINI index,1990,
15228,U.S. Pacific Islands,gini,GINI index,1990,
15229,Wake Island,gini,GINI index,1990,
15230,Abkhazia,gini,GINI index,1991,
15231,Afghanistan,gini,GINI index,1991,
15232,Akrotiri and Dhekelia,gini,GINI index,1991,
15233,Albania,gini,GINI index,1991,
15234,Algeria,gini,GINI index,1991,
15235,American Samoa,gini,GINI index,1991,
15236,Andorra,gini,GINI index,1991,
15237,Angola,gini,GINI index,1991,
15238,Anguilla,gini,GINI index,1991,
15239,Antigua and Barbuda,gini,GINI index,1991,
15240,Argentina,gini,GINI index,1991,46.61
15241,Armenia,gini,GINI index,1991,
15242,Aruba,gini,GINI index,1991,
15243,Australia,gini,GINI index,1991,
15244,Austria,gini,GINI index,1991,
15245,Azerbaijan,gini,GINI index,1991,
15246,Bahamas,gini,GINI index,1991,
15247,Bahrain,gini,GINI index,1991,
15248,Bangladesh,gini,GINI index,1991,
15249,Barbados,gini,GINI index,1991,
15250,Belarus,gini,GINI index,1991,
15251,Belgium,gini,GINI index,1991,
15252,Belize,gini,GINI index,1991,
15253,Benin,gini,GINI index,1991,
15254,Bermuda,gini,GINI index,1991,
15255,Bhutan,gini,GINI index,1991,
15256,Bolivia,gini,GINI index,1991,42.04
15257,Bosnia and Herzegovina,gini,GINI index,1991,
15258,Botswana,gini,GINI index,1991,
15259,Brazil,gini,GINI index,1991,
15260,British Virgin Islands,gini,GINI index,1991,
15261,Brunei,gini,GINI index,1991,
15262,Bulgaria,gini,GINI index,1991,
15263,Burkina Faso,gini,GINI index,1991,
15264,Burundi,gini,GINI index,1991,
15265,Cambodia,gini,GINI index,1991,
15266,Cameroon,gini,GINI index,1991,
15267,Canada,gini,GINI index,1991,
15268,Cape Verde,gini,GINI index,1991,
15269,Cayman Islands,gini,GINI index,1991,
15270,Central African Republic,gini,GINI index,1991,
15271,Chad,gini,GINI index,1991,
15272,Channel Islands,gini,GINI index,1991,
15273,Chile,gini,GINI index,1991,
15274,China,gini,GINI index,1991,
15275,Christmas Island,gini,GINI index,1991,
15276,Cocos Island,gini,GINI index,1991,
15277,Colombia,gini,GINI index,1991,51.32
15278,Comoros,gini,GINI index,1991,
15279,"Congo, Dem. Rep.",gini,GINI index,1991,
15280,"Congo, Rep.",gini,GINI index,1991,
15281,Cook Is,gini,GINI index,1991,
15282,Costa Rica,gini,GINI index,1991,46.65
15283,Cote d'Ivoire,gini,GINI index,1991,
15284,Croatia,gini,GINI index,1991,
15285,Cuba,gini,GINI index,1991,
15286,Cyprus,gini,GINI index,1991,
15287,Czech Republic,gini,GINI index,1991,
15288,Czechoslovakia,gini,GINI index,1991,
15289,Denmark,gini,GINI index,1991,
15290,Djibouti,gini,GINI index,1991,
15291,Dominica,gini,GINI index,1991,
15292,Dominican Republic,gini,GINI index,1991,
15293,East Germany,gini,GINI index,1991,
15294,Ecuador,gini,GINI index,1991,
15295,Egypt,gini,GINI index,1991,32.0
15296,El Salvador,gini,GINI index,1991,53.97
15297,Equatorial Guinea,gini,GINI index,1991,
15298,Eritrea,gini,GINI index,1991,
15299,Eritrea and Ethiopia,gini,GINI index,1991,
15300,Estonia,gini,GINI index,1991,
15301,Ethiopia,gini,GINI index,1991,
15302,Faeroe Islands,gini,GINI index,1991,
15303,Falkland Is (Malvinas),gini,GINI index,1991,
15304,Fiji,gini,GINI index,1991,
15305,Finland,gini,GINI index,1991,
15306,France,gini,GINI index,1991,
15307,French Guiana,gini,GINI index,1991,
15308,French Polynesia,gini,GINI index,1991,
15309,Gabon,gini,GINI index,1991,
15310,Gambia,gini,GINI index,1991,
15311,Georgia,gini,GINI index,1991,
15312,Germany,gini,GINI index,1991,
15313,Ghana,gini,GINI index,1991,
15314,Gibraltar,gini,GINI index,1991,
15315,Greece,gini,GINI index,1991,
15316,Greenland,gini,GINI index,1991,
15317,Grenada,gini,GINI index,1991,
15318,Guadeloupe,gini,GINI index,1991,
15319,Guam,gini,GINI index,1991,
15320,Guatemala,gini,GINI index,1991,
15321,Guernsey,gini,GINI index,1991,
15322,Guinea,gini,GINI index,1991,46.84
15323,Guinea-Bissau,gini,GINI index,1991,
15324,Guyana,gini,GINI index,1991,
15325,Haiti,gini,GINI index,1991,
15326,Holy See,gini,GINI index,1991,
15327,Honduras,gini,GINI index,1991,51.85
15328,"Hong Kong, China",gini,GINI index,1991,
15329,Hungary,gini,GINI index,1991,
15330,Iceland,gini,GINI index,1991,
15331,India,gini,GINI index,1991,
15332,Indonesia,gini,GINI index,1991,
15333,Iran,gini,GINI index,1991,
15334,Iraq,gini,GINI index,1991,
15335,Ireland,gini,GINI index,1991,
15336,Isle of Man,gini,GINI index,1991,
15337,Israel,gini,GINI index,1991,
15338,Italy,gini,GINI index,1991,
15339,Jamaica,gini,GINI index,1991,
15340,Japan,gini,GINI index,1991,
15341,Jersey,gini,GINI index,1991,
15342,Jordan,gini,GINI index,1991,
15343,Kazakhstan,gini,GINI index,1991,
15344,Kenya,gini,GINI index,1991,
15345,Kiribati,gini,GINI index,1991,
15346,North Korea,gini,GINI index,1991,
15347,South Korea,gini,GINI index,1991,
15348,United Korea (former),gini,GINI index,1991,
15349,Kosovo,gini,GINI index,1991,
15350,Kuwait,gini,GINI index,1991,
15351,Kyrgyz Republic,gini,GINI index,1991,
15352,Lao,gini,GINI index,1991,
15353,Latvia,gini,GINI index,1991,
15354,Lebanon,gini,GINI index,1991,
15355,Lesotho,gini,GINI index,1991,
15356,Liberia,gini,GINI index,1991,
15357,Libya,gini,GINI index,1991,
15358,Liechtenstein,gini,GINI index,1991,
15359,Lithuania,gini,GINI index,1991,
15360,Luxembourg,gini,GINI index,1991,
15361,"Macao, China",gini,GINI index,1991,
15362,"Macedonia, FYR",gini,GINI index,1991,
15363,Madagascar,gini,GINI index,1991,
15364,Malawi,gini,GINI index,1991,
15365,Malaysia,gini,GINI index,1991,
15366,Maldives,gini,GINI index,1991,
15367,Mali,gini,GINI index,1991,
15368,Malta,gini,GINI index,1991,
15369,Marshall Islands,gini,GINI index,1991,
15370,Martinique,gini,GINI index,1991,
15371,Mauritania,gini,GINI index,1991,
15372,Mauritius,gini,GINI index,1991,
15373,Mayotte,gini,GINI index,1991,
15374,Mexico,gini,GINI index,1991,
15375,"Micronesia, Fed. Sts.",gini,GINI index,1991,
15376,Moldova,gini,GINI index,1991,
15377,Monaco,gini,GINI index,1991,
15378,Mongolia,gini,GINI index,1991,
15379,Montenegro,gini,GINI index,1991,
15380,Montserrat,gini,GINI index,1991,
15381,Morocco,gini,GINI index,1991,39.2
15382,Mozambique,gini,GINI index,1991,
15383,Myanmar,gini,GINI index,1991,
15384,Namibia,gini,GINI index,1991,
15385,Nauru,gini,GINI index,1991,
15386,Nepal,gini,GINI index,1991,
15387,Netherlands,gini,GINI index,1991,
15388,Netherlands Antilles,gini,GINI index,1991,
15389,New Caledonia,gini,GINI index,1991,
15390,New Zealand,gini,GINI index,1991,
15391,Ngorno-Karabakh,gini,GINI index,1991,
15392,Nicaragua,gini,GINI index,1991,
15393,Niger,gini,GINI index,1991,
15394,Nigeria,gini,GINI index,1991,
15395,Niue,gini,GINI index,1991,
15396,Norfolk Island,gini,GINI index,1991,
15397,Northern Cyprus,gini,GINI index,1991,
15398,Northern Mariana Islands,gini,GINI index,1991,
15399,Norway,gini,GINI index,1991,
15400,Oman,gini,GINI index,1991,
15401,Pakistan,gini,GINI index,1991,33.23
15402,Palau,gini,GINI index,1991,
15403,Panama,gini,GINI index,1991,58.19
15404,Papua New Guinea,gini,GINI index,1991,
15405,Paraguay,gini,GINI index,1991,
15406,Peru,gini,GINI index,1991,
15407,Philippines,gini,GINI index,1991,43.82
15408,Pitcairn,gini,GINI index,1991,
15409,Poland,gini,GINI index,1991,
15410,Portugal,gini,GINI index,1991,
15411,Puerto Rico,gini,GINI index,1991,
15412,Qatar,gini,GINI index,1991,
15413,Reunion,gini,GINI index,1991,
15414,Romania,gini,GINI index,1991,
15415,Russia,gini,GINI index,1991,
15416,Rwanda,gini,GINI index,1991,
15417,St. Barthélemy,gini,GINI index,1991,
15418,St. Helena,gini,GINI index,1991,
15419,St. Kitts and Nevis,gini,GINI index,1991,
15420,St. Lucia,gini,GINI index,1991,
15421,St. Martin,gini,GINI index,1991,
15422,St. Vincent and the Grenadines,gini,GINI index,1991,
15423,St.-Pierre-et-Miquelon,gini,GINI index,1991,
15424,Samoa,gini,GINI index,1991,
15425,San Marino,gini,GINI index,1991,
15426,Sao Tome and Principe,gini,GINI index,1991,
15427,Saudi Arabia,gini,GINI index,1991,
15428,Senegal,gini,GINI index,1991,54.14
15429,Serbia,gini,GINI index,1991,
15430,Serbia and Montenegro,gini,GINI index,1991,
15431,Serbia excluding Kosovo,gini,GINI index,1991,
15432,Seychelles,gini,GINI index,1991,
15433,Sierra Leone,gini,GINI index,1991,
15434,Singapore,gini,GINI index,1991,
15435,Slovak Republic,gini,GINI index,1991,
15436,Slovenia,gini,GINI index,1991,
15437,Solomon Islands,gini,GINI index,1991,
15438,Somalia,gini,GINI index,1991,
15439,Somaliland,gini,GINI index,1991,
15440,South Africa,gini,GINI index,1991,
15441,South Ossetia,gini,GINI index,1991,
15442,Spain,gini,GINI index,1991,
15443,Sri Lanka,gini,GINI index,1991,32.48
15444,Sudan,gini,GINI index,1991,
15445,Suriname,gini,GINI index,1991,
15446,Svalbard,gini,GINI index,1991,
15447,Swaziland,gini,GINI index,1991,
15448,Sweden,gini,GINI index,1991,
15449,Switzerland,gini,GINI index,1991,
15450,Syria,gini,GINI index,1991,
15451,Taiwan,gini,GINI index,1991,
15452,Tajikistan,gini,GINI index,1991,
15453,Tanzania,gini,GINI index,1991,
15454,Thailand,gini,GINI index,1991,
15455,Timor-Leste,gini,GINI index,1991,
15456,Togo,gini,GINI index,1991,
15457,Tokelau,gini,GINI index,1991,
15458,Tonga,gini,GINI index,1991,
15459,Transnistria,gini,GINI index,1991,
15460,Trinidad and Tobago,gini,GINI index,1991,
15461,Tunisia,gini,GINI index,1991,
15462,Turkey,gini,GINI index,1991,
15463,Turkmenistan,gini,GINI index,1991,
15464,Turks and Caicos Islands,gini,GINI index,1991,
15465,Tuvalu,gini,GINI index,1991,
15466,Uganda,gini,GINI index,1991,
15467,Ukraine,gini,GINI index,1991,
15468,United Arab Emirates,gini,GINI index,1991,
15469,United Kingdom,gini,GINI index,1991,
15470,United States,gini,GINI index,1991,
15471,Uruguay,gini,GINI index,1991,
15472,USSR,gini,GINI index,1991,
15473,Uzbekistan,gini,GINI index,1991,
15474,Wallis et Futuna,gini,GINI index,1991,
15475,Vanuatu,gini,GINI index,1991,
15476,Venezuela,gini,GINI index,1991,
15477,West Bank and Gaza,gini,GINI index,1991,
15478,West Germany,gini,GINI index,1991,
15479,Western Sahara,gini,GINI index,1991,
15480,Vietnam,gini,GINI index,1991,
15481,Virgin Islands (U.S.),gini,GINI index,1991,
15482,North Yemen (former),gini,GINI index,1991,
15483,South Yemen (former),gini,GINI index,1991,
15484,Yemen,gini,GINI index,1991,
15485,Yugoslavia,gini,GINI index,1991,
15486,Zambia,gini,GINI index,1991,
15487,Zimbabwe,gini,GINI index,1991,
15488,Åland,gini,GINI index,1991,
15489,South Sudan,gini,GINI index,1991,
15490,Christian,gini,GINI index,1991,
15491,Coastline,gini,GINI index,1991,
15492,Curaçao,gini,GINI index,1991,
15493,Sint Maarten (Dutch part),gini,GINI index,1991,
15494,St. Martin (French part),gini,GINI index,1991,
15495,Antarctica,gini,GINI index,1991,
15496,"Virgin Islands, British",gini,GINI index,1991,
15497,Hawaiian Trade Zone,gini,GINI index,1991,
15498,U.S. Pacific Islands,gini,GINI index,1991,
15499,Wake Island,gini,GINI index,1991,
15500,Abkhazia,gini,GINI index,1992,
15501,Afghanistan,gini,GINI index,1992,
15502,Akrotiri and Dhekelia,gini,GINI index,1992,
15503,Albania,gini,GINI index,1992,
15504,Algeria,gini,GINI index,1992,
15505,American Samoa,gini,GINI index,1992,
15506,Andorra,gini,GINI index,1992,
15507,Angola,gini,GINI index,1992,
15508,Anguilla,gini,GINI index,1992,
15509,Antigua and Barbuda,gini,GINI index,1992,
15510,Argentina,gini,GINI index,1992,45.48
15511,Armenia,gini,GINI index,1992,
15512,Aruba,gini,GINI index,1992,
15513,Australia,gini,GINI index,1992,
15514,Austria,gini,GINI index,1992,
15515,Azerbaijan,gini,GINI index,1992,
15516,Bahamas,gini,GINI index,1992,
15517,Bahrain,gini,GINI index,1992,
15518,Bangladesh,gini,GINI index,1992,27.6
15519,Barbados,gini,GINI index,1992,
15520,Belarus,gini,GINI index,1992,
15521,Belgium,gini,GINI index,1992,
15522,Belize,gini,GINI index,1992,
15523,Benin,gini,GINI index,1992,
15524,Bermuda,gini,GINI index,1992,
15525,Bhutan,gini,GINI index,1992,
15526,Bolivia,gini,GINI index,1992,
15527,Bosnia and Herzegovina,gini,GINI index,1992,
15528,Botswana,gini,GINI index,1992,
15529,Brazil,gini,GINI index,1992,53.99
15530,British Virgin Islands,gini,GINI index,1992,
15531,Brunei,gini,GINI index,1992,
15532,Bulgaria,gini,GINI index,1992,30.71
15533,Burkina Faso,gini,GINI index,1992,
15534,Burundi,gini,GINI index,1992,33.33
15535,Cambodia,gini,GINI index,1992,
15536,Cameroon,gini,GINI index,1992,
15537,Canada,gini,GINI index,1992,
15538,Cape Verde,gini,GINI index,1992,
15539,Cayman Islands,gini,GINI index,1992,
15540,Central African Republic,gini,GINI index,1992,61.33
15541,Chad,gini,GINI index,1992,
15542,Channel Islands,gini,GINI index,1992,
15543,Chile,gini,GINI index,1992,54.77
15544,China,gini,GINI index,1992,
15545,Christmas Island,gini,GINI index,1992,
15546,Cocos Island,gini,GINI index,1992,
15547,Colombia,gini,GINI index,1992,51.45
15548,Comoros,gini,GINI index,1992,
15549,"Congo, Dem. Rep.",gini,GINI index,1992,
15550,"Congo, Rep.",gini,GINI index,1992,
15551,Cook Is,gini,GINI index,1992,
15552,Costa Rica,gini,GINI index,1992,45.7
15553,Cote d'Ivoire,gini,GINI index,1992,
15554,Croatia,gini,GINI index,1992,
15555,Cuba,gini,GINI index,1992,
15556,Cyprus,gini,GINI index,1992,
15557,Czech Republic,gini,GINI index,1992,
15558,Czechoslovakia,gini,GINI index,1992,
15559,Denmark,gini,GINI index,1992,
15560,Djibouti,gini,GINI index,1992,
15561,Dominica,gini,GINI index,1992,
15562,Dominican Republic,gini,GINI index,1992,51.36
15563,East Germany,gini,GINI index,1992,
15564,Ecuador,gini,GINI index,1992,
15565,Egypt,gini,GINI index,1992,
15566,El Salvador,gini,GINI index,1992,
15567,Equatorial Guinea,gini,GINI index,1992,
15568,Eritrea,gini,GINI index,1992,
15569,Eritrea and Ethiopia,gini,GINI index,1992,
15570,Estonia,gini,GINI index,1992,
15571,Ethiopia,gini,GINI index,1992,
15572,Faeroe Islands,gini,GINI index,1992,
15573,Falkland Is (Malvinas),gini,GINI index,1992,
15574,Fiji,gini,GINI index,1992,
15575,Finland,gini,GINI index,1992,
15576,France,gini,GINI index,1992,
15577,French Guiana,gini,GINI index,1992,
15578,French Polynesia,gini,GINI index,1992,
15579,Gabon,gini,GINI index,1992,
15580,Gambia,gini,GINI index,1992,
15581,Georgia,gini,GINI index,1992,
15582,Germany,gini,GINI index,1992,
15583,Ghana,gini,GINI index,1992,38.13
15584,Gibraltar,gini,GINI index,1992,
15585,Greece,gini,GINI index,1992,
15586,Greenland,gini,GINI index,1992,
15587,Grenada,gini,GINI index,1992,
15588,Guadeloupe,gini,GINI index,1992,
15589,Guam,gini,GINI index,1992,
15590,Guatemala,gini,GINI index,1992,
15591,Guernsey,gini,GINI index,1992,
15592,Guinea,gini,GINI index,1992,
15593,Guinea-Bissau,gini,GINI index,1992,
15594,Guyana,gini,GINI index,1992,
15595,Haiti,gini,GINI index,1992,
15596,Holy See,gini,GINI index,1992,
15597,Honduras,gini,GINI index,1992,51.83
15598,"Hong Kong, China",gini,GINI index,1992,
15599,Hungary,gini,GINI index,1992,
15600,Iceland,gini,GINI index,1992,
15601,India,gini,GINI index,1992,
15602,Indonesia,gini,GINI index,1992,
15603,Iran,gini,GINI index,1992,
15604,Iraq,gini,GINI index,1992,
15605,Ireland,gini,GINI index,1992,
15606,Isle of Man,gini,GINI index,1992,
15607,Israel,gini,GINI index,1992,
