;name;indicator;indicator2;year;value;region
8857;Mongolia;gini;GINI index;1987;;Asia
8858;Montenegro;gini;GINI index;1987;;Europe
8859;Montserrat;gini;GINI index;1987;;Americas
8860;Morocco;gini;GINI index;1987;;Africa
8861;Mozambique;gini;GINI index;1987;;Africa
8862;Myanmar;gini;GINI index;1987;;Asia
8863;Namibia;gini;GINI index;1987;;Africa
8864;Nauru;gini;GINI index;1987;;Oceania
8865;Nepal;gini;GINI index;1987;;Asia
8866;Netherlands;gini;GINI index;1987;;Europe
8867;Netherlands;gini;GINI index;1987;;Europe
8868;New Caledonia;gini;GINI index;1987;;Oceania
8869;New Zealand;gini;GINI index;1987;;Oceania
8870;Ngorno-Karabakh;gini;GINI index;1987;;
8871;Nicaragua;gini;GINI index;1987;;Americas
8872;Niger;gini;GINI index;1987;;Africa
8873;Nigeria;gini;GINI index;1987;;Africa
8874;Niue;gini;GINI index;1987;;Oceania
8875;Norfolk Island;gini;GINI index;1987;;Oceania
8876;Northern Cyprus;gini;GINI index;1987;;
8877;Northern Mariana Islands;gini;GINI index;1987;;Oceania
8878;Norway;gini;GINI index;1987;;Europe
8879;Oman;gini;GINI index;1987;;Asia
8880;Pakistan;gini;GINI index;1987;33.35;Asia
8881;Palau;gini;GINI index;1987;;Oceania
8882;Panama;gini;GINI index;1987;;Americas
8883;Papua New Guinea;gini;GINI index;1987;;Oceania
8884;Paraguay;gini;GINI index;1987;;Americas
8885;Peru;gini;GINI index;1987;;Americas
8886;Philippines;gini;GINI index;1987;;Asia
8887;Pitcairn;gini;GINI index;1987;;Oceania
8888;Poland;gini;GINI index;1987;25.53;Europe
8889;Portugal;gini;GINI index;1987;;Europe
8890;Puerto Rico;gini;GINI index;1987;;Americas
8891;Qatar;gini;GINI index;1987;;Asia
8892;Reunion;gini;GINI index;1987;;
8893;Romania;gini;GINI index;1987;;Europe
8894;Russia;gini;GINI index;1987;;Europe
8895;Russia;gini;GINI index;1987;;Europe
8896;Rwanda;gini;GINI index;1987;;Africa
8897;St. Barthélemy;gini;GINI index;1987;;
8898;St. Helena;gini;GINI index;1987;;
8899;St. Kitts and Nevis;gini;GINI index;1987;;
8900;St. Lucia;gini;GINI index;1987;;
8901;St. Martin;gini;GINI index;1987;;
8902;St. Vincent and the Grenadines;gini;GINI index;1987;;
8903;St.-Pierre-et-Miquelon;gini;GINI index;1987;;
8904;Samoa;gini;GINI index;1987;;Oceania
8905;San Marino;gini;GINI index;1987;;Europe
8906;Sao Tome and Principe;gini;GINI index;1987;;Africa
8907;Saudi Arabia;gini;GINI index;1987;;Asia
8908;Senegal;gini;GINI index;1987;;Africa
8909;Serbia;gini;GINI index;1987;;Europe
8910;Serbia and Montenegro;gini;GINI index;1987;;
8911;Serbia excluding Kosovo;gini;GINI index;1987;;
8912;Seychelles;gini;GINI index;1987;;Africa
8913;Sierra Leone;gini;GINI index;1987;;Africa
8914;Singapore;gini;GINI index;1987;;Asia
8915;Slovakia;gini;GINI index;1987;;Europe
8916;Slovenia;gini;GINI index;1987;23.6;Europe
8917;Solomon Islands;gini;GINI index;1987;;Oceania
8918;Somaliland;gini;GINI index;1987;;Africa
8919;Somaliland;gini;GINI index;1987;;Africa
8920;South Africa;gini;GINI index;1987;;Africa
8921;South Ossetia;gini;GINI index;1987;;
8922;Spain;gini;GINI index;1987;;Europe
8923;Sri Lanka;gini;GINI index;1987;;Asia
8924;Sudan;gini;GINI index;1987;;Africa
8925;Suriname;gini;GINI index;1987;;Americas
8926;Svalbard;gini;GINI index;1987;;
8927;Swaziland;gini;GINI index;1987;;Africa
8928;Sweden;gini;GINI index;1987;;Europe
8929;Switzerland;gini;GINI index;1987;;Europe
8930;Syria;gini;GINI index;1987;;Asia
8931;Taiwan;gini;GINI index;1987;;
8932;Tajikistan;gini;GINI index;1987;;Asia
8933;Tanzania;gini;GINI index;1987;;
8934;Thailand;gini;GINI index;1987;;Asia
8935;Timor-Leste;gini;GINI index;1987;;Asia
8936;Togo;gini;GINI index;1987;;Africa
8937;Tokelau;gini;GINI index;1987;;Oceania
8938;Tonga;gini;GINI index;1987;;Oceania
8939;Transnistria;gini;GINI index;1987;;
8940;Trinidad and Tobago;gini;GINI index;1987;;Americas
8941;Tunisia;gini;GINI index;1987;;Africa
8942;Turkey;gini;GINI index;1987;43.57;Asia
8943;Turkmenistan;gini;GINI index;1987;;Asia
8944;Turks and Caicos Islands;gini;GINI index;1987;;Americas
8945;Tuvalu;gini;GINI index;1987;;Oceania
8946;Uganda;gini;GINI index;1987;;Africa
8947;Ukraine;gini;GINI index;1987;;Europe
8948;United Arab Emirates;gini;GINI index;1987;;Asia
8949;United Kingdom;gini;GINI index;1987;;
8950;United States;gini;GINI index;1987;;
8951;Uruguay;gini;GINI index;1987;;Americas
8952;Uzbekistan;gini;GINI index;1987;;Asia
8953;Wallis et Futuna;gini;GINI index;1987;;
8954;Vanuatu;gini;GINI index;1987;;Oceania
8955;Venezuela;gini;GINI index;1987;53.45;
8956;West Bank and Gaza;gini;GINI index;1987;;
8957;West Germany;gini;GINI index;1987;;
8958;Western Sahara;gini;GINI index;1987;;Africa
8959;Vietnam;gini;GINI index;1987;;
8960;Virgin Islands (U.S.);gini;GINI index;1987;;Americas
8961;North Yemen (former);gini;GINI index;1987;;
8962;South Yemen (former);gini;GINI index;1987;;
8963;Yemen;gini;GINI index;1987;;Asia
8964;Yugoslavia;gini;GINI index;1987;;
8965;Zambia;gini;GINI index;1987;;Africa
8966;Zimbabwe;gini;GINI index;1987;;Africa
8967;Åland;gini;GINI index;1987;;
8968;South Sudan;gini;GINI index;1987;;Africa
8969;Christian;gini;GINI index;1987;;
8970;Coastline;gini;GINI index;1987;;
8971;Curaçao;gini;GINI index;1987;;Americas
8972;Sint Maarten (Dutch part);gini;GINI index;1987;;Americas
8973;St. Martin (French part);gini;GINI index;1987;;
8974;Antarctica;gini;GINI index;1987;;
8975;Virgin Islands, British;gini;GINI index;1987;;
8976;Hawaiian Trade Zone;gini;GINI index;1987;;
8977;U.S. Pacific Islands;gini;GINI index;1987;;
8978;Wake Island;gini;GINI index;1987;;
8979;Abkhazia;gini;GINI index;1988;;
8980;Afghanistan;gini;GINI index;1988;;Asia
8981;Akrotiri and Dhekelia;gini;GINI index;1988;;
8982;Albania;gini;GINI index;1988;;Europe
8983;Algeria;gini;GINI index;1988;40.19;Africa
8984;American Samoa;gini;GINI index;1988;;Oceania
8985;Andorra;gini;GINI index;1988;;Europe
8986;Angola;gini;GINI index;1988;;Africa
8987;Anguilla;gini;GINI index;1988;;Americas
8988;Antigua and Barbuda;gini;GINI index;1988;;Americas
8989;Argentina;gini;GINI index;1988;;Americas
8990;Armenia;gini;GINI index;1988;;Asia
8991;Aruba;gini;GINI index;1988;;Americas
8992;Australia;gini;GINI index;1988;;Oceania
8993;Austria;gini;GINI index;1988;;Europe
8994;Azerbaijan;gini;GINI index;1988;;Asia
8995;The Bahamas;gini;GINI index;1988;;Americas
8996;Bahrain;gini;GINI index;1988;;Asia
8997;Bangladesh;gini;GINI index;1988;;Asia
8998;Barbados;gini;GINI index;1988;;Americas
8999;Belarus;gini;GINI index;1988;22.76;Europe
9000;Belgium;gini;GINI index;1988;;Europe
9001;Belize;gini;GINI index;1988;;Americas
9002;Benin;gini;GINI index;1988;;Africa
9003;Bermuda;gini;GINI index;1988;;Americas
9004;Bhutan;gini;GINI index;1988;;Asia
9005;Bolivia;gini;GINI index;1988;;
9006;Bosnia and Herzegovina;gini;GINI index;1988;;Europe
9007;Botswana;gini;GINI index;1988;;Africa
9008;Brazil;gini;GINI index;1988;61.43;Americas
9009;British Virgin Islands;gini;GINI index;1988;;
9010;Brunei;gini;GINI index;1988;;
9011;Bulgaria;gini;GINI index;1988;;Europe
9012;Burkina Faso;gini;GINI index;1988;;Africa
9013;Burundi;gini;GINI index;1988;;Africa
9014;Cambodia;gini;GINI index;1988;;Asia
9015;Cameroon;gini;GINI index;1988;;Africa
9016;Canada;gini;GINI index;1988;;Americas
9017;Cape Verde;gini;GINI index;1988;;
9018;Cayman Islands;gini;GINI index;1988;;Americas
9019;Central African Rep.;gini;GINI index;1988;;Africa
9020;Chad;gini;GINI index;1988;;Africa
9021;Channel Islands;gini;GINI index;1988;;
9022;Chile;gini;GINI index;1988;;Americas
9023;China;gini;GINI index;1988;;Asia
9024;Christmas Island;gini;GINI index;1988;;
9025;Cocos Island;gini;GINI index;1988;;
9026;Colombia;gini;GINI index;1988;53.11;Americas
9027;Comoros;gini;GINI index;1988;;Africa
9028;Congo Dem. Rep.;gini;GINI index;1988;;
9029;Congo Rep.;gini;GINI index;1988;;
9030;Cook Is;gini;GINI index;1988;;
9031;Costa Rica;gini;GINI index;1988;;Americas
9032;Cote d'Ivoire;gini;GINI index;1988;36.89;
9033;Croatia;gini;GINI index;1988;22.78;Europe
9034;Cuba;gini;GINI index;1988;;Americas
9035;Cyprus;gini;GINI index;1988;;Asia
9036;Czech Republic;gini;GINI index;1988;19.4;Europe
9037;Czechoslovakia;gini;GINI index;1988;;
9038;Denmark;gini;GINI index;1988;;Europe
9039;Djibouti;gini;GINI index;1988;;Africa
9040;Dominica;gini;GINI index;1988;;Americas
9041;Dominican Rep.;gini;GINI index;1988;;Americas
9042;East Germany;gini;GINI index;1988;;
9043;Ecuador;gini;GINI index;1988;;Americas
9044;Egypt;gini;GINI index;1988;;Africa
9045;El Salvador;gini;GINI index;1988;;Americas
9046;Equatorial Guinea;gini;GINI index;1988;;Africa
9047;Eritrea;gini;GINI index;1988;;Africa
9048;Eritrea and Ethiopia;gini;GINI index;1988;;
9049;Estonia;gini;GINI index;1988;22.97;Europe
9050;Ethiopia;gini;GINI index;1988;;Africa
9051;Faeroe Islands;gini;GINI index;1988;;
9052;Falkland Is (Malvinas);gini;GINI index;1988;;
9053;Fiji;gini;GINI index;1988;;Oceania
9054;Finland;gini;GINI index;1988;;Europe
9055;France;gini;GINI index;1988;;Europe
9056;French Guiana;gini;GINI index;1988;;Americas
9057;French Polynesia;gini;GINI index;1988;;Oceania
9058;Gabon;gini;GINI index;1988;;Africa
9059;Gambia;gini;GINI index;1988;;Africa
9060;Georgia;gini;GINI index;1988;;Asia
9061;Germany;gini;GINI index;1988;;Europe
9062;Ghana;gini;GINI index;1988;35.35;Africa
9063;Gibraltar;gini;GINI index;1988;;Europe
9064;Greece;gini;GINI index;1988;;Europe
9065;Greenland;gini;GINI index;1988;;Americas
9066;Grenada;gini;GINI index;1988;;Americas
9067;Guadeloupe;gini;GINI index;1988;;Americas
9068;Guam;gini;GINI index;1988;;Oceania
9069;Guatemala;gini;GINI index;1988;;Americas
9070;Guernsey;gini;GINI index;1988;;Europe
9071;Guinea;gini;GINI index;1988;;Africa
9072;Guinea-Bissau;gini;GINI index;1988;;Africa
9073;Guyana;gini;GINI index;1988;;Americas
9074;Haiti;gini;GINI index;1988;;Americas
9075;Holy See;gini;GINI index;1988;;Europe
9076;Honduras;gini;GINI index;1988;;Americas
9077;Hong Kong;gini;GINI index;1988;;Asia
9078;Hungary;gini;GINI index;1988;;Europe
9079;Iceland;gini;GINI index;1988;;Europe
9080;India;gini;GINI index;1988;31.88;Asia
9081;Indonesia;gini;GINI index;1988;;Asia
9082;Iran;gini;GINI index;1988;;
9083;Iraq;gini;GINI index;1988;;Asia
9084;Ireland;gini;GINI index;1988;;Europe
9085;Isle of Man;gini;GINI index;1988;;Europe
9086;Israel;gini;GINI index;1988;;Asia
9087;Italy;gini;GINI index;1988;;Europe
9088;Jamaica;gini;GINI index;1988;43.16;Americas
9089;Japan;gini;GINI index;1988;;Asia
9090;Jersey;gini;GINI index;1988;;Europe
9091;Jordan;gini;GINI index;1988;;Asia
9092;Kazakhstan;gini;GINI index;1988;25.74;Asia
9093;Kenya;gini;GINI index;1988;;Africa
9094;Kiribati;gini;GINI index;1988;;Oceania
9095;North Korea;gini;GINI index;1988;;
9096;South Korea;gini;GINI index;1988;;
9097;United Korea (former);gini;GINI index;1988;;
9098;Kosovo;gini;GINI index;1988;;
9099;Kuwait;gini;GINI index;1988;;Asia
9100;Kyrgyzstan;gini;GINI index;1988;26.01;Asia
9101;Laos;gini;GINI index;1988;;Asia
9102;Latvia;gini;GINI index;1988;22.49;Europe
9103;Lebanon;gini;GINI index;1988;;Asia
9104;Lesotho;gini;GINI index;1988;;Africa
9105;Liberia;gini;GINI index;1988;;Africa
9106;Libya;gini;GINI index;1988;;Africa
9107;Liechtenstein;gini;GINI index;1988;;Europe
9108;Lithuania;gini;GINI index;1988;22.48;Europe
9109;Luxembourg;gini;GINI index;1988;;Europe
9110;Macao, China;gini;GINI index;1988;;
9111;Macedonia;gini;GINI index;1988;;
9112;Madagascar;gini;GINI index;1988;;Africa
9113;Malawi;gini;GINI index;1988;;Africa
9114;Malaysia;gini;GINI index;1988;;Asia
9115;Maldives;gini;GINI index;1988;;Asia
9116;Mali;gini;GINI index;1988;;Africa
9117;Malta;gini;GINI index;1988;;Europe
9118;Marshall Islands;gini;GINI index;1988;;Oceania
9119;Martinique;gini;GINI index;1988;;Americas
9120;Mauritania;gini;GINI index;1988;;Africa
9121;Mauritius;gini;GINI index;1988;;Africa
9122;Mayotte;gini;GINI index;1988;;Africa
9123;Mexico;gini;GINI index;1988;;Americas
9124;Micronesia, Fed. Sts.;gini;GINI index;1988;;
9125;Moldova;gini;GINI index;1988;24.14;
9126;Monaco;gini;GINI index;1988;;Europe
9127;Mongolia;gini;GINI index;1988;;Asia
9128;Montenegro;gini;GINI index;1988;;Europe
9129;Montserrat;gini;GINI index;1988;;Americas
9130;Morocco;gini;GINI index;1988;;Africa
9131;Mozambique;gini;GINI index;1988;;Africa
9132;Myanmar;gini;GINI index;1988;;Asia
9133;Namibia;gini;GINI index;1988;;Africa
9134;Nauru;gini;GINI index;1988;;Oceania
9135;Nepal;gini;GINI index;1988;;Asia
9136;Netherlands;gini;GINI index;1988;;Europe
9137;Netherlands;gini;GINI index;1988;;Europe
9138;New Caledonia;gini;GINI index;1988;;Oceania
9139;New Zealand;gini;GINI index;1988;;Oceania
9140;Ngorno-Karabakh;gini;GINI index;1988;;
9141;Nicaragua;gini;GINI index;1988;;Americas
9142;Niger;gini;GINI index;1988;;Africa
9143;Nigeria;gini;GINI index;1988;;Africa
9144;Niue;gini;GINI index;1988;;Oceania
9145;Norfolk Island;gini;GINI index;1988;;Oceania
9146;Northern Cyprus;gini;GINI index;1988;;
9147;Northern Mariana Islands;gini;GINI index;1988;;Oceania
9148;Norway;gini;GINI index;1988;;Europe
9149;Oman;gini;GINI index;1988;;Asia
9150;Pakistan;gini;GINI index;1988;;Asia
9151;Palau;gini;GINI index;1988;;Oceania
9152;Panama;gini;GINI index;1988;;Americas
9153;Papua New Guinea;gini;GINI index;1988;;Oceania
9154;Paraguay;gini;GINI index;1988;;Americas
9155;Peru;gini;GINI index;1988;;Americas
9156;Philippines;gini;GINI index;1988;40.63;Asia
9157;Pitcairn;gini;GINI index;1988;;Oceania
9158;Poland;gini;GINI index;1988;;Europe
9159;Portugal;gini;GINI index;1988;;Europe
9160;Puerto Rico;gini;GINI index;1988;;Americas
9161;Qatar;gini;GINI index;1988;;Asia
9162;Reunion;gini;GINI index;1988;;
9163;Romania;gini;GINI index;1988;;Europe
9164;Russia;gini;GINI index;1988;23.8;Europe
9165;Russia;gini;GINI index;1988;;Europe
9166;Rwanda;gini;GINI index;1988;;Africa
9167;St. Barthélemy;gini;GINI index;1988;;
9168;St. Helena;gini;GINI index;1988;;
9169;St. Kitts and Nevis;gini;GINI index;1988;;
9170;St. Lucia;gini;GINI index;1988;;
9171;St. Martin;gini;GINI index;1988;;
9172;St. Vincent and the Grenadines;gini;GINI index;1988;;
9173;St.-Pierre-et-Miquelon;gini;GINI index;1988;;
9174;Samoa;gini;GINI index;1988;;Oceania
9175;San Marino;gini;GINI index;1988;;Europe
9176;Sao Tome and Principe;gini;GINI index;1988;;Africa
9177;Saudi Arabia;gini;GINI index;1988;;Asia
9178;Senegal;gini;GINI index;1988;;Africa
9179;Serbia;gini;GINI index;1988;;Europe
9180;Serbia and Montenegro;gini;GINI index;1988;;
9181;Serbia excluding Kosovo;gini;GINI index;1988;;
9182;Seychelles;gini;GINI index;1988;;Africa
9183;Sierra Leone;gini;GINI index;1988;;Africa
9184;Singapore;gini;GINI index;1988;;Asia
9185;Slovakia;gini;GINI index;1988;19.54;Europe
9186;Slovenia;gini;GINI index;1988;;Europe
9187;Solomon Islands;gini;GINI index;1988;;Oceania
9188;Somaliland;gini;GINI index;1988;;Africa
9189;Somaliland;gini;GINI index;1988;;Africa
9190;South Africa;gini;GINI index;1988;;Africa
9191;South Ossetia;gini;GINI index;1988;;
9192;Spain;gini;GINI index;1988;;Europe
9193;Sri Lanka;gini;GINI index;1988;;Asia
9194;Sudan;gini;GINI index;1988;;Africa
9195;Suriname;gini;GINI index;1988;;Americas
9196;Svalbard;gini;GINI index;1988;;
9197;Swaziland;gini;GINI index;1988;;Africa
9198;Sweden;gini;GINI index;1988;;Europe
9199;Switzerland;gini;GINI index;1988;;Europe
9200;Syria;gini;GINI index;1988;;Asia
9201;Taiwan;gini;GINI index;1988;;
9202;Tajikistan;gini;GINI index;1988;;Asia
9203;Tanzania;gini;GINI index;1988;;
9204;Thailand;gini;GINI index;1988;43.84;Asia
9205;Timor-Leste;gini;GINI index;1988;;Asia
9206;Togo;gini;GINI index;1988;;Africa
9207;Tokelau;gini;GINI index;1988;;Oceania
9208;Tonga;gini;GINI index;1988;;Oceania
9209;Transnistria;gini;GINI index;1988;;
9210;Trinidad and Tobago;gini;GINI index;1988;42.6;Americas
9211;Tunisia;gini;GINI index;1988;;Africa
9212;Turkey;gini;GINI index;1988;;Asia
9213;Turkmenistan;gini;GINI index;1988;26.39;Asia
9214;Turks and Caicos Islands;gini;GINI index;1988;;Americas
9215;Tuvalu;gini;GINI index;1988;;Oceania
9216;Uganda;gini;GINI index;1988;;Africa
9217;Ukraine;gini;GINI index;1988;23.31;Europe
9218;United Arab Emirates;gini;GINI index;1988;;Asia
9219;United Kingdom;gini;GINI index;1988;;
9220;United States;gini;GINI index;1988;;
9221;Uruguay;gini;GINI index;1988;;Americas
9222;Uzbekistan;gini;GINI index;1988;24.95;Asia
9223;Wallis et Futuna;gini;GINI index;1988;;
9224;Vanuatu;gini;GINI index;1988;;Oceania
9225;Venezuela;gini;GINI index;1988;;
9226;West Bank and Gaza;gini;GINI index;1988;;
9227;West Germany;gini;GINI index;1988;;
9228;Western Sahara;gini;GINI index;1988;;Africa
9229;Vietnam;gini;GINI index;1988;;
9230;Virgin Islands (U.S.);gini;GINI index;1988;;Americas
9231;North Yemen (former);gini;GINI index;1988;;
9232;South Yemen (former);gini;GINI index;1988;;
9233;Yemen;gini;GINI index;1988;;Asia
9234;Yugoslavia;gini;GINI index;1988;;
9235;Zambia;gini;GINI index;1988;;Africa
9236;Zimbabwe;gini;GINI index;1988;;Africa
9237;Åland;gini;GINI index;1988;;
9238;South Sudan;gini;GINI index;1988;;Africa
9239;Christian;gini;GINI index;1988;;
9240;Coastline;gini;GINI index;1988;;
9241;Curaçao;gini;GINI index;1988;;Americas
9242;Sint Maarten (Dutch part);gini;GINI index;1988;;Americas
9243;St. Martin (French part);gini;GINI index;1988;;
9244;Antarctica;gini;GINI index;1988;;
9245;Virgin Islands, British;gini;GINI index;1988;;
9246;Hawaiian Trade Zone;gini;GINI index;1988;;
9247;U.S. Pacific Islands;gini;GINI index;1988;;
9248;Wake Island;gini;GINI index;1988;;
9249;Abkhazia;gini;GINI index;1989;;
9250;Afghanistan;gini;GINI index;1989;;Asia
9251;Akrotiri and Dhekelia;gini;GINI index;1989;;
9252;Albania;gini;GINI index;1989;;Europe
9253;Algeria;gini;GINI index;1989;;Africa
9254;American Samoa;gini;GINI index;1989;;Oceania
9255;Andorra;gini;GINI index;1989;;Europe
9256;Angola;gini;GINI index;1989;;Africa
9257;Anguilla;gini;GINI index;1989;;Americas
9258;Antigua and Barbuda;gini;GINI index;1989;;Americas
9259;Argentina;gini;GINI index;1989;;Americas
9260;Armenia;gini;GINI index;1989;;Asia
9261;Aruba;gini;GINI index;1989;;Americas
9262;Australia;gini;GINI index;1989;;Oceania
9263;Austria;gini;GINI index;1989;;Europe
9264;Azerbaijan;gini;GINI index;1989;;Asia
9265;The Bahamas;gini;GINI index;1989;;Americas
9266;Bahrain;gini;GINI index;1989;;Asia
9267;Bangladesh;gini;GINI index;1989;28.85;Asia
9268;Barbados;gini;GINI index;1989;;Americas
9269;Belarus;gini;GINI index;1989;;Europe
9270;Belgium;gini;GINI index;1989;;Europe
9271;Belize;gini;GINI index;1989;;Americas
9272;Benin;gini;GINI index;1989;;Africa
9273;Bermuda;gini;GINI index;1989;;Americas
9274;Bhutan;gini;GINI index;1989;;Asia
9275;Bolivia;gini;GINI index;1989;;
9276;Bosnia and Herzegovina;gini;GINI index;1989;;Europe
9277;Botswana;gini;GINI index;1989;;Africa
9278;Brazil;gini;GINI index;1989;63.3;Americas
9279;British Virgin Islands;gini;GINI index;1989;;
9280;Brunei;gini;GINI index;1989;;
9281;Bulgaria;gini;GINI index;1989;23.43;Europe
9282;Burkina Faso;gini;GINI index;1989;;Africa
9283;Burundi;gini;GINI index;1989;;Africa
9284;Cambodia;gini;GINI index;1989;;Asia
9285;Cameroon;gini;GINI index;1989;;Africa
9286;Canada;gini;GINI index;1989;;Americas
9287;Cape Verde;gini;GINI index;1989;;
9288;Cayman Islands;gini;GINI index;1989;;Americas
9289;Central African Rep.;gini;GINI index;1989;;Africa
9290;Chad;gini;GINI index;1989;;Africa
9291;Channel Islands;gini;GINI index;1989;;
9292;Chile;gini;GINI index;1989;;Americas
9293;China;gini;GINI index;1989;;Asia
9294;Christmas Island;gini;GINI index;1989;;
9295;Cocos Island;gini;GINI index;1989;;
9296;Colombia;gini;GINI index;1989;53.59;Americas
9297;Comoros;gini;GINI index;1989;;Africa
9298;Congo Dem. Rep.;gini;GINI index;1989;;
9299;Congo Rep.;gini;GINI index;1989;;
9300;Cook Is;gini;GINI index;1989;;
9301;Costa Rica;gini;GINI index;1989;46.69;Americas
9302;Cote d'Ivoire;gini;GINI index;1989;;
9303;Croatia;gini;GINI index;1989;;Europe
9304;Cuba;gini;GINI index;1989;;Americas
9305;Cyprus;gini;GINI index;1989;;Asia
9306;Czech Republic;gini;GINI index;1989;;Europe
9307;Czechoslovakia;gini;GINI index;1989;;
9308;Denmark;gini;GINI index;1989;;Europe
9309;Djibouti;gini;GINI index;1989;;Africa
9310;Dominica;gini;GINI index;1989;;Americas
9311;Dominican Rep.;gini;GINI index;1989;50.46;Americas
9312;East Germany;gini;GINI index;1989;;
9313;Ecuador;gini;GINI index;1989;;Americas
9314;Egypt;gini;GINI index;1989;;Africa
9315;El Salvador;gini;GINI index;1989;;Americas
9316;Equatorial Guinea;gini;GINI index;1989;;Africa
9317;Eritrea;gini;GINI index;1989;;Africa
9318;Eritrea and Ethiopia;gini;GINI index;1989;;
9319;Estonia;gini;GINI index;1989;;Europe
9320;Ethiopia;gini;GINI index;1989;;Africa
9321;Faeroe Islands;gini;GINI index;1989;;
9322;Falkland Is (Malvinas);gini;GINI index;1989;;
9323;Fiji;gini;GINI index;1989;;Oceania
9324;Finland;gini;GINI index;1989;;Europe
9325;France;gini;GINI index;1989;;Europe
9326;French Guiana;gini;GINI index;1989;;Americas
9327;French Polynesia;gini;GINI index;1989;;Oceania
9328;Gabon;gini;GINI index;1989;;Africa
9329;Gambia;gini;GINI index;1989;;Africa
9330;Georgia;gini;GINI index;1989;;Asia
9331;Germany;gini;GINI index;1989;;Europe
9332;Ghana;gini;GINI index;1989;35.99;Africa
9333;Gibraltar;gini;GINI index;1989;;Europe
9334;Greece;gini;GINI index;1989;;Europe
9335;Greenland;gini;GINI index;1989;;Americas
9336;Grenada;gini;GINI index;1989;;Americas
9337;Guadeloupe;gini;GINI index;1989;;Americas
9338;Guam;gini;GINI index;1989;;Oceania
9339;Guatemala;gini;GINI index;1989;59.6;Americas
9340;Guernsey;gini;GINI index;1989;;Europe
9341;Guinea;gini;GINI index;1989;;Africa
9342;Guinea-Bissau;gini;GINI index;1989;;Africa
9343;Guyana;gini;GINI index;1989;;Americas
9344;Haiti;gini;GINI index;1989;;Americas
9345;Holy See;gini;GINI index;1989;;Europe
9346;Honduras;gini;GINI index;1989;59.49;Americas
9347;Hong Kong;gini;GINI index;1989;;Asia
9348;Hungary;gini;GINI index;1989;25.05;Europe
9349;Iceland;gini;GINI index;1989;;Europe
9350;India;gini;GINI index;1989;;Asia
9351;Indonesia;gini;GINI index;1989;;Asia
9352;Iran;gini;GINI index;1989;;
9353;Iraq;gini;GINI index;1989;;Asia
9354;Ireland;gini;GINI index;1989;;Europe
9355;Isle of Man;gini;GINI index;1989;;Europe
9356;Israel;gini;GINI index;1989;;Asia
9357;Italy;gini;GINI index;1989;;Europe
9358;Jamaica;gini;GINI index;1989;;Americas
9359;Japan;gini;GINI index;1989;;Asia
9360;Jersey;gini;GINI index;1989;;Europe
9361;Jordan;gini;GINI index;1989;;Asia
9362;Kazakhstan;gini;GINI index;1989;;Asia
9363;Kenya;gini;GINI index;1989;;Africa
9364;Kiribati;gini;GINI index;1989;;Oceania
9365;North Korea;gini;GINI index;1989;;
9366;South Korea;gini;GINI index;1989;;
9367;United Korea (former);gini;GINI index;1989;;
9368;Kosovo;gini;GINI index;1989;;
9369;Kuwait;gini;GINI index;1989;;Asia
9370;Kyrgyzstan;gini;GINI index;1989;;Asia
9371;Laos;gini;GINI index;1989;;Asia
9372;Latvia;gini;GINI index;1989;;Europe
9373;Lebanon;gini;GINI index;1989;;Asia
9374;Lesotho;gini;GINI index;1989;;Africa
9375;Liberia;gini;GINI index;1989;;Africa
9376;Libya;gini;GINI index;1989;;Africa
9377;Liechtenstein;gini;GINI index;1989;;Europe
9378;Lithuania;gini;GINI index;1989;;Europe
9379;Luxembourg;gini;GINI index;1989;;Europe
9380;Macao, China;gini;GINI index;1989;;
9381;Macedonia;gini;GINI index;1989;;
9382;Madagascar;gini;GINI index;1989;;Africa
9383;Malawi;gini;GINI index;1989;;Africa
9384;Malaysia;gini;GINI index;1989;46.17;Asia
9385;Maldives;gini;GINI index;1989;;Asia
9386;Mali;gini;GINI index;1989;;Africa
9387;Malta;gini;GINI index;1989;;Europe
9388;Marshall Islands;gini;GINI index;1989;;Oceania
9389;Martinique;gini;GINI index;1989;;Americas
9390;Mauritania;gini;GINI index;1989;;Africa
9391;Mauritius;gini;GINI index;1989;;Africa
9392;Mayotte;gini;GINI index;1989;;Africa
9393;Mexico;gini;GINI index;1989;;Americas
9394;Micronesia, Fed. Sts.;gini;GINI index;1989;;
9395;Moldova;gini;GINI index;1989;;
9396;Monaco;gini;GINI index;1989;;Europe
9397;Mongolia;gini;GINI index;1989;;Asia
9398;Montenegro;gini;GINI index;1989;;Europe
9399;Montserrat;gini;GINI index;1989;;Americas
9400;Morocco;gini;GINI index;1989;;Africa
9401;Mozambique;gini;GINI index;1989;;Africa
9402;Myanmar;gini;GINI index;1989;;Asia
9403;Namibia;gini;GINI index;1989;;Africa
9404;Nauru;gini;GINI index;1989;;Oceania
9405;Nepal;gini;GINI index;1989;;Asia
9406;Netherlands;gini;GINI index;1989;;Europe
9407;Netherlands;gini;GINI index;1989;;Europe
9408;New Caledonia;gini;GINI index;1989;;Oceania
9409;New Zealand;gini;GINI index;1989;;Oceania
9410;Ngorno-Karabakh;gini;GINI index;1989;;
9411;Nicaragua;gini;GINI index;1989;;Americas
9412;Niger;gini;GINI index;1989;;Africa
9413;Nigeria;gini;GINI index;1989;;Africa
9414;Niue;gini;GINI index;1989;;Oceania
9415;Norfolk Island;gini;GINI index;1989;;Oceania
