;name;indicator;indicator2;year;value;region
13609;Central African Rep.;gini;GINI index;2005;;Africa
13610;Chad;gini;GINI index;2005;;Africa
13611;Channel Islands;gini;GINI index;2005;;
13612;Chile;gini;GINI index;2005;;Americas
13613;China;gini;GINI index;2005;42.48;Asia
13614;Christmas Island;gini;GINI index;2005;;
13615;Cocos Island;gini;GINI index;2005;;
13616;Colombia;gini;GINI index;2005;56.12;Americas
13617;Comoros;gini;GINI index;2005;;Africa
13618;Congo Dem. Rep.;gini;GINI index;2005;;
13619;Congo Rep.;gini;GINI index;2005;47.32;
13620;Cook Is;gini;GINI index;2005;;
13621;Costa Rica;gini;GINI index;2005;47.63;Americas
13622;Cote d'Ivoire;gini;GINI index;2005;;
13623;Croatia;gini;GINI index;2005;;Europe
13624;Cuba;gini;GINI index;2005;;Americas
13625;Cyprus;gini;GINI index;2005;;Asia
13626;Czech Republic;gini;GINI index;2005;;Europe
13627;Czechoslovakia;gini;GINI index;2005;;
13628;Denmark;gini;GINI index;2005;;Europe
13629;Djibouti;gini;GINI index;2005;;Africa
13630;Dominica;gini;GINI index;2005;;Americas
13631;Dominican Rep.;gini;GINI index;2005;51.06;Americas
13632;East Germany;gini;GINI index;2005;;
13633;Ecuador;gini;GINI index;2005;54.14;Americas
13634;Egypt;gini;GINI index;2005;32.14;Africa
13635;El Salvador;gini;GINI index;2005;50.33;Americas
13636;Equatorial Guinea;gini;GINI index;2005;;Africa
13637;Eritrea;gini;GINI index;2005;;Africa
13638;Eritrea and Ethiopia;gini;GINI index;2005;;
13639;Estonia;gini;GINI index;2005;;Europe
13640;Ethiopia;gini;GINI index;2005;29.83;Africa
13641;Faeroe Islands;gini;GINI index;2005;;
13642;Falkland Is (Malvinas);gini;GINI index;2005;;
13643;Fiji;gini;GINI index;2005;;Oceania
13644;Finland;gini;GINI index;2005;;Europe
13645;France;gini;GINI index;2005;;Europe
13646;French Guiana;gini;GINI index;2005;;Americas
13647;French Polynesia;gini;GINI index;2005;;Oceania
13648;Gabon;gini;GINI index;2005;41.45;Africa
13649;Gambia;gini;GINI index;2005;;Africa
13650;Georgia;gini;GINI index;2005;41.05;Asia
13651;Germany;gini;GINI index;2005;;Europe
13652;Ghana;gini;GINI index;2005;;Africa
13653;Gibraltar;gini;GINI index;2005;;Europe
13654;Greece;gini;GINI index;2005;;Europe
13655;Greenland;gini;GINI index;2005;;Americas
13656;Grenada;gini;GINI index;2005;;Americas
13657;Guadeloupe;gini;GINI index;2005;;Americas
13658;Guam;gini;GINI index;2005;;Oceania
13659;Guatemala;gini;GINI index;2005;;Americas
13660;Guernsey;gini;GINI index;2005;;Europe
13661;Guinea;gini;GINI index;2005;;Africa
13662;Guinea-Bissau;gini;GINI index;2005;;Africa
13663;Guyana;gini;GINI index;2005;;Americas
13664;Haiti;gini;GINI index;2005;;Americas
13665;Holy See;gini;GINI index;2005;;Europe
13666;Honduras;gini;GINI index;2005;59.65;Americas
13667;Hong Kong;gini;GINI index;2005;;Asia
13668;Hungary;gini;GINI index;2005;;Europe
13669;Iceland;gini;GINI index;2005;;Europe
13670;India;gini;GINI index;2005;33.38;Asia
13671;Indonesia;gini;GINI index;2005;34.01;Asia
13672;Iran;gini;GINI index;2005;38.28;
13673;Iraq;gini;GINI index;2005;;Asia
13674;Ireland;gini;GINI index;2005;;Europe
13675;Isle of Man;gini;GINI index;2005;;Europe
13676;Israel;gini;GINI index;2005;;Asia
13677;Italy;gini;GINI index;2005;;Europe
13678;Jamaica;gini;GINI index;2005;;Americas
13679;Japan;gini;GINI index;2005;;Asia
13680;Jersey;gini;GINI index;2005;;Europe
13681;Jordan;gini;GINI index;2005;;Asia
13682;Kazakhstan;gini;GINI index;2005;;Asia
13683;Kenya;gini;GINI index;2005;47.68;Africa
13684;Kiribati;gini;GINI index;2005;;Oceania
13685;North Korea;gini;GINI index;2005;;
13686;South Korea;gini;GINI index;2005;;
13687;United Korea (former);gini;GINI index;2005;;
13688;Kosovo;gini;GINI index;2005;;
13689;Kuwait;gini;GINI index;2005;;Asia
13690;Kyrgyzstan;gini;GINI index;2005;39.49;Asia
13691;Laos;gini;GINI index;2005;;Asia
13692;Latvia;gini;GINI index;2005;;Europe
13693;Lebanon;gini;GINI index;2005;;Asia
13694;Lesotho;gini;GINI index;2005;;Africa
13695;Liberia;gini;GINI index;2005;;Africa
13696;Libya;gini;GINI index;2005;;Africa
13697;Liechtenstein;gini;GINI index;2005;;Europe
13698;Lithuania;gini;GINI index;2005;;Europe
13699;Luxembourg;gini;GINI index;2005;;Europe
13700;Macao, China;gini;GINI index;2005;;
13701;Macedonia;gini;GINI index;2005;39.13;
13702;Madagascar;gini;GINI index;2005;47.24;Africa
13703;Malawi;gini;GINI index;2005;;Africa
13704;Malaysia;gini;GINI index;2005;;Asia
13705;Maldives;gini;GINI index;2005;;Asia
13706;Mali;gini;GINI index;2005;;Africa
13707;Malta;gini;GINI index;2005;;Europe
13708;Marshall Islands;gini;GINI index;2005;;Oceania
13709;Martinique;gini;GINI index;2005;;Americas
13710;Mauritania;gini;GINI index;2005;;Africa
13711;Mauritius;gini;GINI index;2005;;Africa
13712;Mayotte;gini;GINI index;2005;;Africa
13713;Mexico;gini;GINI index;2005;;Americas
13714;Micronesia, Fed. Sts.;gini;GINI index;2005;;
13715;Moldova;gini;GINI index;2005;36.28;
13716;Monaco;gini;GINI index;2005;;Europe
13717;Mongolia;gini;GINI index;2005;;Asia
13718;Montenegro;gini;GINI index;2005;30.12;Europe
13719;Montserrat;gini;GINI index;2005;;Americas
13720;Morocco;gini;GINI index;2005;;Africa
13721;Mozambique;gini;GINI index;2005;;Africa
13722;Myanmar;gini;GINI index;2005;;Asia
13723;Namibia;gini;GINI index;2005;;Africa
13724;Nauru;gini;GINI index;2005;;Oceania
13725;Nepal;gini;GINI index;2005;;Asia
13726;Netherlands;gini;GINI index;2005;;Europe
13727;Netherlands;gini;GINI index;2005;;Europe
13728;New Caledonia;gini;GINI index;2005;;Oceania
13729;New Zealand;gini;GINI index;2005;;Oceania
13730;Ngorno-Karabakh;gini;GINI index;2005;;
13731;Nicaragua;gini;GINI index;2005;40.47;Americas
13732;Niger;gini;GINI index;2005;43.89;Africa
13733;Nigeria;gini;GINI index;2005;;Africa
13734;Niue;gini;GINI index;2005;;Oceania
13735;Norfolk Island;gini;GINI index;2005;;Oceania
13736;Northern Cyprus;gini;GINI index;2005;;
13737;Northern Mariana Islands;gini;GINI index;2005;;Oceania
13738;Norway;gini;GINI index;2005;;Europe
13739;Oman;gini;GINI index;2005;;Asia
13740;Pakistan;gini;GINI index;2005;31.18;Asia
13741;Palau;gini;GINI index;2005;;Oceania
13742;Panama;gini;GINI index;2005;54.0;Americas
